kolom_naam;record_aantal;tabel_naam;aantal_veldwaarden_met_null;aantal_lege_veldwaarde;aantal_veldwaarden_met_lege_lijst;totaal_aantal_veldwaarden;aantal_uunieke_veldwaarden;percentage_unieke_veldwaarden;kolom_is_leeg;veldwaarde_is_uuid;veldwaarde_is_url;veldwaarde_is_email;veldwaarde_is_int;veldwaarde_is_float;veldwaarde_is_bool;veldwaarde_is_dict;veldwaarde_bevat_html;veldwaarde_is_date;veldwaarde_is_str;aantal_decimalen;grootste_int_waarde;langste_str_waarde;primaire_sleutel;vreemde_sleutel;gerelateerde_tabel_naam;gerelateerde_kolom_naam
uninomial;28805;Taxon concepten (2);0;0;0;28802;9543;0.33;False;0;0;0;0;0;0;0;0;0;28802;0;0;29;false;false;;
specific_epithet;28805;Taxon concepten (2);0;0;0;28802;14605;0.51;False;0;0;0;0;0;0;0;0;0;28802;0;0;23;false;false;;
infra_specific_epithet;28805;Taxon concepten (2);0;0;0;582;562;0.97;False;0;0;0;0;0;0;0;0;0;582;0;0;18;false;false;;
soortnaam;28805;Taxon concepten (2);0;0;0;28805;28193;0.98;False;0;0;0;0;0;0;0;0;0;28805;0;0;36;false;false;;
soortnaam2;28805;Taxon concepten (2);0;0;0;28805;28774;1.0;False;0;0;0;0;0;0;0;0;0;28805;0;0;46;false;false;;
authorship;28805;Taxon concepten (2);0;0;0;28760;9532;0.33;False;0;0;0;0;0;0;0;0;1;28759;0;0;62;false;false;;
nederlandse_naam;28805;Taxon concepten (2);0;0;0;7520;7429;0.99;False;0;0;0;0;0;0;0;0;0;7520;0;0;40;false;false;;
rang;28805;Taxon concepten (2);0;0;0;28805;4;0.0;False;0;0;0;0;0;0;0;0;0;28805;0;0;10;false;false;;
nsr_id;28805;Taxon concepten (2);0;0;0;28805;28805;1.0;False;0;0;0;1708;0;0;2;0;2;27093;0;11;14;false;false;;
voorkomen_status;28805;Taxon concepten (2);0;0;0;28771;16;0.0;False;0;0;0;3290;0;0;0;0;22215;3266;0;1;4;false;false;;
habitat;28805;Taxon concepten (2);0;0;0;28458;11;0.0;False;0;0;0;0;0;0;0;0;0;28458;0;0;16;false;false;;
concept_url;28805;Taxon concepten (2);0;0;0;28805;28805;1.0;False;0;28805;0;0;0;0;0;0;0;0;0;0;57;false;false;;
rijk;28805;Taxon concepten (2);0;0;0;28805;1;0.0;False;0;0;0;0;0;0;0;0;0;28805;0;0;8;false;false;;
phylum;28805;Taxon concepten (2);0;0;0;28805;26;0.0;False;0;0;0;0;0;0;0;0;0;28805;0;0;15;false;false;;
klasse;28805;Taxon concepten (2);0;0;0;28792;69;0.0;False;0;0;0;0;0;0;0;0;0;28792;0;0;19;false;false;;
orde;28805;Taxon concepten (2);0;0;0;28754;298;0.01;False;0;0;0;0;0;0;0;0;0;28754;0;0;27;false;false;;
familie;28805;Taxon concepten (2);0;0;0;28805;1818;0.06;False;0;0;0;0;0;0;0;0;0;28805;0;0;47;false;false;;
genus;28805;Taxon concepten (2);0;0;0;28805;9546;0.33;False;0;0;0;0;0;0;0;0;0;28805;0;0;75;false;false;;
species;28805;Taxon concepten (2);0;0;0;612;500;0.82;False;0;0;0;0;0;0;0;0;0;612;0;0;56;false;false;;
ID;18;Tbl_AanvullendOnderzoek;0;0;0;18;18;1.0;False;0;0;0;18;0;0;0;0;0;0;0;2;0;true;false;;
niveau;18;Tbl_AanvullendOnderzoek;0;0;0;18;18;1.0;False;0;0;0;0;0;0;0;0;0;18;0;0;87;false;false;;
Soort;15;Tbl_SpecialeDepositie;0;0;0;15;2;0.13;False;0;0;0;0;0;0;0;0;0;15;0;0;23;false;false;;
TypeDepositie;15;Tbl_SpecialeDepositie;0;0;0;15;15;1.0;False;0;0;0;0;0;0;0;0;0;15;0;0;66;true;false;;
sporen;73;Tbl_Sporen;0;0;0;73;73;1.0;False;0;0;0;0;0;0;0;0;0;73;0;0;28;true;false;;
beginPeriode;73;Tbl_Sporen;0;0;0;16;8;0.5;False;0;0;0;0;0;0;0;0;0;16;0;0;20;false;false;;
eindPeriode;73;Tbl_Sporen;0;0;0;16;5;0.31;False;0;0;0;0;0;0;0;0;0;16;0;0;20;false;false;;
afkorting;11;Tbl_Zekerhe;0;0;0;11;11;1.0;False;0;0;0;0;0;0;0;0;0;11;0;0;5;false;false;;
zekerheid;11;Tbl_Zekerhe;0;0;0;11;11;1.0;False;0;0;0;0;0;0;0;0;0;11;0;0;39;true;false;;
reliability;11;Tbl_Zekerhe;0;0;0;11;11;1.0;False;0;0;0;0;0;0;0;0;0;11;0;0;23;false;false;;
Auteur;525;TblAuteur;0;0;0;525;525;1.0;False;0;0;0;0;0;0;0;0;0;525;0;0;32;false;false;;
Id;525;TblAuteur;0;0;0;525;525;1.0;False;0;0;0;525;0;0;0;0;0;0;0;3;0;true;false;;
Omschrijving;110;TblComplextype;0;0;0;110;110;1.0;False;0;0;0;0;0;0;0;0;0;110;0;0;29;true;false;;
Omschrijving;3;TblGewogen;0;0;0;3;3;1.0;False;0;0;0;0;0;0;0;0;0;3;0;0;19;true;false;;
Id;239;TblInstantie;0;0;0;239;239;1.0;False;0;0;0;239;0;0;0;0;0;0;0;3;0;false;false;;
Kenmerk;239;TblInstantie;0;0;0;238;16;0.07;False;0;0;0;0;0;0;0;0;0;238;0;0;41;false;false;;
Onderzoeksinstantie;239;TblInstantie;0;0;0;239;239;1.0;False;0;0;0;0;0;0;0;0;0;239;0;0;113;false;false;;
Afkorting onderzoeksinstantie;239;TblInstantie;0;0;0;45;42;0.93;False;0;0;0;0;0;0;0;0;0;45;0;0;13;false;false;;
Relatie;239;TblInstantie;0;0;0;117;30;0.26;False;0;0;0;117;0;0;0;0;0;0;0;2;4;false;false;;
Historie;239;TblInstantie;0;0;0;26;3;0.12;False;0;0;0;0;0;0;0;0;0;26;0;0;9;false;false;;
Relevant voor BoneInfo of RADAR;239;TblInstantie;0;0;0;239;3;0.01;False;0;0;0;0;0;0;0;0;0;239;0;0;14;false;false;;
Invoerder;8;TblInvoerder;0;0;0;8;8;1.0;False;0;0;0;0;0;0;0;0;0;8;0;0;20;true;false;;
Omschrijving;6;TblKlasse;0;0;0;6;6;1.0;False;0;0;0;0;0;0;0;0;0;6;0;0;20;true;false;;
Zoonr;22;TblLege_Zoo_cluster;0;0;0;22;22;1.0;False;0;0;0;22;0;0;0;0;0;0;0;3;0;true;false;;
Waarnemingsnr;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;22;0;0;0;0;0;0;0;1;0;false;false;;
X_coord;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;22;0;0;0;0;0;0;0;1;0;false;false;;
Y_coord;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;22;0;0;0;0;0;0;0;1;0;false;false;;
Toponiem;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Plaats;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;0;0;0;0;0;0;22;0;0;3;false;false;;
Gemeente;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;0;0;0;0;0;0;22;0;0;3;false;false;;
Provincie;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Vondstverwerving;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Datum_vondst;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;0;0;0;0;0;0;22;0;0;10;false;false;;
Complextype;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Begin_periode;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;0;0;0;0;0;0;22;0;0;3;false;false;;
Beginjaar;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;22;0;0;0;0;0;0;0;1;0;false;false;;
Eind_periode;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;0;0;0;0;0;0;22;0;0;3;false;false;;
Eindjaar;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;22;0;0;0;0;0;0;0;1;0;false;false;;
Opdrachtgever;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Onderzoeksinstantie;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Onderzoeker;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Omvang;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Gewogen;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Verzamelwijze;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Invoerder;22;TblLege_Zoo_cluster;0;0;0;22;2;0.09;False;0;0;0;0;0;0;0;0;0;22;0;0;17;false;false;;
Datum_invoer;22;TblLege_Zoo_cluster;0;0;0;22;2;0.09;False;0;0;0;0;0;0;0;0;22;0;0;0;0;false;false;;
Beschrijving;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;0;0;0;0;0;0;22;0;0;4;false;false;;
periodecode;54;TblPeriode;0;0;0;54;54;1.0;False;0;0;0;0;0;0;0;0;0;54;0;0;8;true;false;;
omschrijving;54;TblPeriode;0;0;0;54;54;1.0;False;0;0;0;0;0;0;0;0;0;54;0;0;40;false;false;;
beginwaarde;54;TblPeriode;0;0;0;54;36;0.67;False;0;0;0;54;0;0;0;0;0;0;0;6;0;false;false;;
eindwaarde;54;TblPeriode;0;0;0;54;35;0.65;False;0;0;0;54;0;0;0;0;0;0;0;6;0;false;false;;
Omschrijving;362;TblPeriodiek;0;0;0;362;361;1.0;False;0;0;0;0;0;0;0;0;0;362;0;0;80;false;false;;
PeriodiekID;362;TblPeriodiek;0;0;0;362;362;1.0;False;0;0;0;362;0;0;0;0;0;0;0;3;0;true;false;;
Omschrijving;316;TblPeriodiek_vs2;0;0;0;316;316;1.0;False;0;0;0;0;0;0;0;0;0;316;0;0;78;true;false;;
pid;340;TblPersoon;0;0;0;340;340;1.0;False;0;0;0;0;0;0;0;0;0;340;0;0;5;true;false;;
voorletters;340;TblPersoon;0;1;0;340;186;0.55;False;0;0;0;0;0;0;0;0;0;339;0;0;14;false;false;;
naam;340;TblPersoon;0;0;0;340;319;0.94;False;0;0;0;0;0;0;0;0;0;340;0;0;25;false;false;;
woonplaats;340;TblPersoon;0;320;0;320;1;0.0;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Omschrijving;12;TblProvincie;0;0;0;12;12;1.0;False;0;0;0;0;0;0;0;0;0;12;0;0;13;true;false;;
Veld1;1;TblRedactie;0;0;0;1;1;1.0;False;0;0;0;0;0;0;0;0;0;1;0;0;4;false;false;;
Id;1;TblRedactie;0;0;0;1;1;1.0;False;0;0;0;1;0;0;0;0;0;0;0;1;0;true;false;;
SoortID;1425;TblSoort;0;0;0;1425;1425;1.0;False;0;0;0;1425;0;0;0;0;0;0;0;4;0;true;false;;
ned_omschrijving;1425;TblSoort;0;0;0;919;910;0.99;False;0;0;0;0;0;0;0;0;0;919;0;0;45;false;false;;
lat_omschrijving;1425;TblSoort;0;0;0;1425;1425;1.0;False;0;0;0;0;0;0;0;0;0;1425;0;0;48;false;false;;
eng_omschrijving;1425;TblSoort;0;0;0;761;750;0.99;False;0;0;0;0;0;0;0;0;0;761;0;0;42;false;false;;
group sequence;1425;TblSoort;0;0;0;1425;28;0.02;False;0;0;0;0;0;0;0;0;0;1425;0;0;3;false;false;;
group oud;1425;TblSoort;0;0;0;1425;28;0.02;False;0;0;0;0;0;0;0;0;0;1425;0;0;35;false;false;;
group;1425;TblSoort;0;0;0;1425;29;0.02;False;0;0;0;0;0;0;0;0;0;1425;0;0;31;false;false;;
Kingdom;1425;TblSoort;0;0;0;1425;2;0.0;False;0;0;0;0;0;0;0;0;0;1425;0;0;8;false;false;;
Phylum;1425;TblSoort;0;0;0;1400;13;0.01;False;0;0;0;0;0;0;0;0;0;1400;0;0;15;false;false;;
class;1425;TblSoort;0;0;0;1424;42;0.03;False;0;0;0;0;0;0;0;0;0;1424;0;0;17;false;false;;
order;1425;TblSoort;0;0;0;1425;129;0.09;False;0;0;0;0;0;0;0;0;0;1425;0;0;19;false;false;;
family;1425;TblSoort;0;0;0;1424;356;0.25;False;0;0;0;0;0;0;0;0;0;1424;0;0;25;false;false;;
genus;1425;TblSoort;0;0;0;1424;700;0.49;False;0;0;0;0;0;0;0;0;0;1424;0;0;16;false;false;;
andere taxonomische classificatie;1425;TblSoort;0;0;0;25;11;0.44;False;0;0;0;0;0;0;0;0;0;25;0;0;30;false;false;;
Synoniem;1425;TblSoort;0;0;0;1;1;1.0;False;0;0;0;0;0;0;0;0;0;1;0;0;15;false;false;;
Nat_wetenschappelijke_naam;1425;TblSoort;0;0;0;683;681;1.0;False;0;0;0;0;0;0;0;0;0;683;0;0;45;false;false;;
Nat_uninomial;1425;TblSoort;0;0;0;685;491;0.72;False;0;0;0;0;0;0;0;0;0;685;0;0;16;false;false;;
Nat_specific_epithet;1425;TblSoort;0;0;0;683;629;0.92;False;0;0;0;0;0;0;0;0;0;683;0;0;16;false;false;;
Nat_infra_specific_epithet;1425;TblSoort;0;0;0;2;2;1.0;False;0;0;0;0;0;0;0;0;0;2;0;0;10;false;false;;
Nat_soortnaam;1425;TblSoort;0;0;0;683;680;1.0;False;0;0;0;0;0;0;0;0;0;683;0;0;28;false;false;;
Nat_soortnaam2;1425;TblSoort;0;0;0;683;681;1.0;False;0;0;0;0;0;0;0;0;0;683;0;0;29;false;false;;
Nat_authorship;1425;TblSoort;0;0;0;682;246;0.36;False;0;0;0;0;0;0;0;0;0;682;0;0;25;false;false;;
Nat_nederlandse_naam;1425;TblSoort;0;0;0;492;490;1.0;False;0;0;0;0;0;0;0;0;0;492;0;0;28;false;false;;
Nat_rang;1425;TblSoort;0;0;0;683;3;0.0;False;0;0;0;0;0;0;0;0;0;683;0;0;10;false;false;;
Nat_voorkomen_status;1425;TblSoort;0;0;0;683;13;0.02;False;0;0;0;74;0;0;0;0;487;122;0;1;4;false;false;;
Nat_habitat;1425;TblSoort;0;0;0;682;6;0.01;False;0;0;0;0;0;0;0;0;0;682;0;0;11;false;false;;
Nat_concept_url;1425;TblSoort;0;0;0;683;681;1.0;False;0;683;0;0;0;0;0;0;0;0;0;0;57;false;false;;
Nat_rijk;1425;TblSoort;0;0;0;683;1;0.0;False;0;0;0;0;0;0;0;0;0;683;0;0;8;false;false;;
Nat_phylum;1425;TblSoort;0;0;0;683;8;0.01;False;0;0;0;0;0;0;0;0;0;683;0;0;15;false;false;;
Nat_klasse;1425;TblSoort;0;0;0;683;20;0.03;False;0;0;0;0;0;0;0;0;0;683;0;0;14;false;false;;
Nat_orde;1425;TblSoort;0;0;0;684;85;0.12;False;0;0;0;0;0;0;0;0;0;684;0;0;20;false;false;;
Nat_familie;1425;TblSoort;0;0;0;684;259;0.38;False;0;0;0;0;0;0;0;0;0;684;0;0;26;false;false;;
Nat_genus;1425;TblSoort;0;0;0;683;489;0.72;False;0;0;0;0;0;0;0;0;0;683;0;0;40;false;false;;
Nat_species;1425;TblSoort;0;0;0;2;2;1.0;False;0;0;0;0;0;0;0;0;0;2;0;0;33;false;false;;
Id;1372;TblSynoniemen;0;0;0;1372;1372;1.0;False;0;0;0;1372;0;0;0;0;0;0;0;4;0;true;false;;
DiersoortID;1372;TblSynoniemen;0;0;0;1372;1372;1.0;False;0;0;0;1372;0;0;0;0;0;0;0;4;0;false;false;;
synoniem soort1;1372;TblSynoniemen;0;0;0;169;162;0.96;False;0;0;0;0;0;0;0;0;0;169;0;0;201;false;false;;
synoniem soort2;1372;TblSynoniemen;0;0;0;7;7;1.0;False;0;0;0;0;0;0;0;0;0;7;0;0;24;false;false;;
synoniem soort3;1372;TblSynoniemen;0;0;0;2;2;1.0;False;0;0;0;0;0;0;0;0;0;2;0;0;14;false;false;;
